jajajajajajaja	0.016603333280774506
hahahahahahaha	0.011116191797669542
ステキな出来事を探してブーム	0.007221582756500213
فنادقn.n.n.n.n	0.006590876838901941
internazionale	0.006527806247142114
またボクとキミを導いたビーム	0.005897100329543842
teamfollowback	0.0042257296479084215
schweinsteiger	0.003878841393229372
waarschijnlijk	0.0037842355055896313
このままもじゃりつづけてしぬ	0.0032166001797511866
jajajajajajjaa	0.002633197205972785
nevergoingback	0.0026174295580328284
kaiserslautern	0.0026174295580328284
onestepatatime	0.0025070560224531306
longtimecoming	0.002475520726573217
whataretheodds	0.0024597530786332603
thewalkingdead	0.0024439854306933036
felicitaciones	0.0023966824868734333
alldayeveryday	0.002333611895113606
aguascalientes	0.0022705413033537788
無理になにかにならなくていい	0.002254773655413822
jajajajajaajja	0.002254773655413822
jajajjajajajaj	0.0022390060074738653
administration	0.0021444001198341243
itsgonnahappen	0.0021286324718941675
desperatetimes	0.0021128648239542107
ahahahahahahah	0.0021128648239542107
jajajajajajaaj	0.0020497942321943837
ajajajajajajaj	0.0020497942321943837
adrenalinerush	0.002034026584254427
livingthedream	0.0019709559924945995
jajajajjajajaj	0.0019551883445546427
fuckingawesome	0.001939420696614686
jajajaajajajaj	0.001939420696614686
jajajajajjajaj	0.0019236530486747292
ajjajajajajaja	0.0019078854007347724
thisisbullshit	0.0018921177527948157
jajajajajaajaj	0.0018448148089749452
jajajajaajajaj	0.0018290471610349884
iregretnothing	0.0018132795130950316
bringingitback	0.0018132795130950316
都民は遠征民の苦労も知らずに	0.0017975118651550749
toohottohandle	0.0017502089213352044
communications	0.0017344412733952476
manifestazione	0.0017186736254552908
letthefunbegin	0.0016713706816354203
familyvacation	0.0016556030336954636
misstheolddays	0.0016398353857555068
ajajjajajajaja	0.0016083000898755933
justanotherday	0.0015609971460557228
smallvictories	0.0015609971460557228
jajajajjajajja	0.0015609971460557228
doingbigthings	0.0015609971460557228
jajajjajajjaja	0.001545229498115766
ajajajajjajaja	0.0015294618501758093
hahahhahahahah	0.0015136942022358525
keepinitclassy	0.0015136942022358525
jajajajjaajaja	0.0014979265542958958
jejejejejejeje	0.0014979265542958958
friedrichshain	0.0014506236104760253
jajajajajjajaa	0.0014348559625360685
representative	0.0014348559625360685
saidnobodyever	0.0014190883145961117
gohardorgohome	0.0014190883145961117
drivingmecrazy	0.001403320666656155
keepthemcoming	0.001403320666656155
transportation	0.001403320666656155
ゆたか証券fxディーラー募集	0.001387553018716198
bitchesbecrazy	0.001387553018716198
shitsgoingdown	0.001387553018716198
totallykidding	0.0013717853707762412
notgonnahappen	0.0013560177228362845
northumberland	0.0013560177228362845
slaughterhouse	0.0013560177228362845
見てる人は気分悪いかもだけど	0.0013402500748963277
dontmesswithme	0.0013402500748963277
braggingrights	0.001324482426956371
differentclass	0.001324482426956371
makingmemories	0.001324482426956371
bestiesforlife	0.001324482426956371
غرد_بذكر_اللهn	0.001324482426956371
schwarzenegger	0.0012771794831365005
jajjajajjajaja	0.0012771794831365005
iloveyousomuch	0.0012614118351965437
friendsforlife	0.0012614118351965437
のび太に謝りたくなったらｒｔ	0.0012614118351965437
幼稚園児以下がペドフィリアだ	0.001245644187256587
canthandlethis	0.001245644187256587
当たり前の幸せになってしまう	0.001245644187256587
leicestershire	0.001245644187256587
ahahahhahahaha	0.0012298765393166302
zerofucksgiven	0.0012298765393166302
アニソンでグッと来るフレーズ	0.0012298765393166302
hendersonville	0.0012141088913766734
vampirediaries	0.0012141088913766734
jajjajajajajaj	0.0012141088913766734
jajjajajajajja	0.0012141088913766734
drunkgirlprobs	0.0012141088913766734
lifeiscomplete	0.0011983412434367167
ahahahahahahha	0.0011983412434367167
ahahahahahhaha	0.0011983412434367167
بــعــدتــنــا	0.0011825735954967597
readyforspring	0.0011825735954967597
adabelguerrero	0.0011825735954967597
jajajajajjaaja	0.0011825735954967597
hehehehehehehe	0.001166805947556803
notgunnahappen	0.001166805947556803
finalcountdown	0.001166805947556803
ridiculousness	0.0011510382996168462
